,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1788,6/21/2020 23:27,4.17E+12,fraud_Frami Group,entertainment,210.34,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,9/27/1962,c80040d120f4ca8388910ef4f70edb8b,1371857248,43.84673,-76.640857,0
1789,6/21/2020 16:34,3.02E+13,fraud_Bernier and Sons,kids_pets,1.57,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,6/7/1966,a6ababe36a79ebc87baf86c913dfaa4f,1371832465,48.423023,-95.884285,0
1790,6/21/2020 23:22,6.60E+15,"fraud_Bradtke, Torp and Bahringer",personal_care,31.75,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,40eb004385060bd4168f33e073cdd5d3,1371856968,40.487524,-74.021435,0
1791,8/12/2020 23:18,3.44E+14,fraud_Torphy-Goyette,shopping_pos,840.13,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",10/11/1975,c7b7b76388b8b6df776587404cc2889d,1376349524,44.537675,-86.623034,1
1792,6/21/2020 17:27,3.58E+15,fraud_Terry Ltd,home,61.85,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,9/27/1970,dbb7689aa4123839e7ae7d946caf0a88,1371835666,35.611371,-98.274009,0
1793,6/21/2020 13:04,3.57E+15,fraud_O'Keefe-Wisoky,food_dining,9.44,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",3/19/1962,4fd98a1d5c20d491f465396a2fa7b7cf,1371819851,31.58089,-100.124515,0
1794,6/21/2020 17:42,3.58E+15,fraud_Langworth LLC,personal_care,131.54,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,da93d4907be65ee952a8e5e4625d3f15,1371836578,37.466954,-85.35168,0
1795,8/6/2020 22:05,4.52E+15,"fraud_Towne, Greenholt and Koepp",shopping_net,969.54,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,37e0ffa627cd2a15ee0fde17728d1830,1375826730,26.868866,-81.77568,1
1796,6/21/2020 21:24,3.50E+15,fraud_Jacobi Inc,health_fitness,8.16,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,11/30/1999,80cdbd5da8d914f1a21193eafa498a55,1371849853,33.018731,-112.944859,0
1797,6/21/2020 19:11,1.80E+14,fraud_Yost-Rogahn,personal_care,35.93,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,6/26/1958,053add4e5abdb93afcf2b8db64408696,1371841906,30.945582,-87.004774,0
1798,6/21/2020 18:13,6.76E+11,"fraud_Bins, Balistreri and Beatty",shopping_pos,163.83,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,7/18/1987,dce4b73783a5a1d77b149f2a52a68548,1371838401,39.77808,-99.146101,0
1799,6/21/2020 16:52,4.94E+15,fraud_Thiel Ltd,travel,1.55,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,11/7/1990,8d6c62c5ffc7e9482ffbbd17f7e6d019,1371833575,26.264162,-99.687169,0
1800,9/6/2020 9:20,4.90E+15,"fraud_Jones, Sawayn and Romaguera",misc_net,845.29,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,e78442561f2d1b0385e6467e7a69a5bc,1378459214,42.105808,-74.760566,1
1801,6/21/2020 20:37,3.59E+15,fraud_Kulas Group,health_fitness,16.81,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",12/20/1975,4d1f79cc53c1c17904afdc5bc70c66a4,1371847076,34.384634,-91.956498,0
1802,7/15/2020 18:58,3.58E+15,fraud_Lemke-Gutmann,shopping_net,932.64,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,12/24/1975,1663f15f0d49fa2df0ee7a2510214413,1373914720,45.727734,-90.696716,1
1803,6/21/2020 20:05,4.19E+15,fraud_Stark-Koss,home,160.3,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,10/3/1992,b6be3680e13a69ffd9c344f0bb886ef3,1371845137,39.432295,-81.963796,0
1804,8/21/2020 0:32,3.76E+14,fraud_Kiehn Inc,grocery_pos,337.13,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,4/6/1973,c56f1d8930016185babeee449aae5b35,1377045146,42.040289,-72.75357,1
1805,7/19/2020 22:21,3.53E+15,fraud_Heaney-Marquardt,entertainment,503.53,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1/15/1978,a4b226b750ab2e04f80c024834977b15,1374272481,44.557191,-107.920422,1
1806,6/21/2020 16:35,3.59E+15,"fraud_Roob, Conn and Tremblay",shopping_pos,2.42,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",12/20/1975,1df66833415c25df5242cd5f258d1ae4,1371832556,34.559427,-91.536564,0
1807,6/21/2020 18:01,3.50E+15,fraud_Kozey-Boehm,shopping_net,3.1,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",7/23/1992,b1d6857f31e2db467a39c8118bbfaf94,1371837687,40.296299,-83.808124,0
1808,6/21/2020 12:40,6.01E+15,"fraud_Terry, Johns and Bins",misc_pos,2.01,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,4/3/1986,8a358086076dd14ded0409aa035d2e6f,1371818433,42.127625,-71.635136,0
1809,6/21/2020 17:38,3.82E+13,fraud_Ebert-Daugherty,travel,474.02,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,4/15/1988,ecd4f9577725ddd064835b7398145669,1371836292,44.091739,-72.753032,0
1810,6/21/2020 21:25,6.01E+15,fraud_Altenwerth-Kilback,home,34.91,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,10/26/1988,6d662ee235d2998e9a9a6e3ed066207a,1371849936,37.843039,-93.216476,0
1811,6/21/2020 22:52,4.16E+15,fraud_Weber and Sons,food_dining,6.36,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),10/12/1983,fcd7ff9fe234a6f19e65f9f3f559171d,1371855163,34.88185,-98.189968,0
1812,6/21/2020 18:52,2.13E+14,fraud_Reichel LLC,personal_care,68.67,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,4/28/1986,cb22f72641b54670c72e03def3cfdc52,1371840737,32.214194,-81.730239,0
1813,8/6/2020 2:20,3.48E+14,fraud_Koepp-Witting,grocery_pos,320.13,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,3/22/1948,1dd87760de13da3cdc47ac651e4fc0b3,1375755647,30.659283,-88.240141,1
1814,6/21/2020 19:39,4.59E+15,fraud_Zboncak LLC,food_dining,1.25,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",7/5/1997,2d578e2b7de289cbbfaa10d9caa0bcd1,1371843541,32.773661,-79.325385,0
1815,8/6/2020 0:14,4.52E+15,fraud_Nader-Heller,misc_net,821.28,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,09f959ba5481ba7b1a7c575be39008a1,1375748063,28.053975,-80.965234,1
1816,6/21/2020 22:41,6.30E+11,fraud_Fadel-Hilpert,health_fitness,30.42,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,3/14/1970,6bfda15675493e1ac561e6dd3d3acfce,1371854485,38.885649,-79.775783,0
1817,8/23/2020 22:15,5.78E+11,"fraud_Reichert, Huels and Hoppe",shopping_net,1060.69,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,10/23/1997,bae318bb636e0e81157903d90910af37,1377296138,41.395256,-80.055131,1
1818,7/26/2020 23:25,3.80E+13,fraud_Doyle Ltd,grocery_pos,299.97,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,dbc9fc4c19b6fb1719e56de13ce2c715,1374881109,44.574122,-89.41778,1
1819,6/21/2020 14:51,4.13E+15,fraud_Shanahan-Lehner,personal_care,44.35,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,10/18/1953,82f2af1dd656b6e3a5c06be656b1ea45,1371826288,40.782548,-81.849604,0
1820,7/20/2020 0:00,2.27E+15,fraud_Mante Group,misc_net,707.11,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,1/2/1985,bdcf069b640bdfedcca63e529c0d9205,1374278452,44.993214,-123.335403,1
1821,6/21/2020 13:49,4.87E+15,fraud_Bogisich-Weimann,kids_pets,73.52,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,3/10/1974,b59b04cb8a30c0009125c8a40ab671da,1371822546,48.171411,-121.732777,0
1822,8/27/2020 0:52,6.01E+15,fraud_Kilback LLC,grocery_pos,293.25,Haley,Wagner,F,05561 Farrell Crescent,Annapolis,MD,21405,39.0305,-76.5515,92106,"Accountant, chartered certified",5/28/1943,f4c44dba5f1f2a03dd41a5365e1196a5,1377564740,39.712247,-77.370082,1
1823,7/15/2020 2:42,3.58E+15,fraud_Schmitt Inc,gas_transport,10.13,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,12/24/1975,585dc66b36b154943972ec13c83d9637,1373856143,44.885078,-90.673145,1
1824,6/21/2020 18:53,3.59E+15,fraud_Runte-Mohr,food_dining,71.22,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,7/25/1987,93a28bd13788a9b76736fda7352c030a,1371840830,28.678365,-80.311383,0
1825,7/12/2020 23:46,6.76E+11,fraud_Gaylord-Powlowski,home,260.44,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,12/31/1972,460b487b7ca545bc237a974d9bf9f917,1373672819,39.386092,-94.970131,1
1826,6/21/2020 22:42,3.60E+15,fraud_Ullrich Ltd,kids_pets,64.71,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,3/8/1952,ab68dedbce86b675d5f108e5d74e6249,1371854529,40.105726,-77.458888,0
1827,6/21/2020 23:46,3.71E+14,fraud_Kozey-Kuhlman,personal_care,20.57,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,12/24/1974,81e50d77e4f91065a76b97e6c05cfe19,1371858410,38.517919,-88.791023,0
1828,6/21/2020 23:13,3.04E+13,fraud_Reilly and Sons,health_fitness,7.39,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,6/22/1981,3b1f3349373cd7ae0ba4dbfd8d3ddd98,1371856423,40.717993,-74.864358,0
1829,6/21/2020 17:41,3.51E+15,fraud_Beier LLC,entertainment,72.42,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",7/26/2001,0f85d348a610812f20edd0f665f1ded9,1371836481,39.020909,-91.026669,0
1830,6/21/2020 18:39,5.04E+11,fraud_Nader-Maggio,personal_care,4.96,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,9/12/1976,0335443ad26ab31436cac55153f9e7e6,1371839980,26.683889,-82.256238,0
1831,6/21/2020 19:25,4.41E+18,"fraud_Dare, Casper and Bartoletti",kids_pets,70.48,David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",3/2/1969,62ae6802f3fd345765c8e20efa53d769,1371842736,32.888656,-81.93613,0
1832,6/21/2020 21:12,6.30E+11,fraud_Abbott-Steuber,personal_care,66.64,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,7/26/1965,68bb1717f6a84ba02c105d677121b7a1,1371849139,32.678647,-98.833272,0
1833,6/21/2020 15:54,4.44E+12,"fraud_Lakin, Ferry and Beatty",food_dining,80.39,Karen,Cooper,F,425 Caleb Point Apt. 050,San Diego,CA,92128,33.0067,-117.069,1241364,"Pharmacist, hospital",3/1/1960,7f870172d1250fc4ddd0246ac8a77411,1371830066,33.8935,-117.491697,0
1834,6/21/2020 13:34,4.90E+15,fraud_Streich Ltd,home,66.84,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,a916134dcacd9e6badae25ce9f9e968e,1371821696,41.512745,-73.317596,0
1835,8/22/2020 0:57,3.06E+13,fraud_DuBuque LLC,grocery_pos,335.75,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,2/13/1966,0d55f6e0c879adb38417decebe031f3d,1377133068,41.145532,-92.542449,1
1836,6/21/2020 13:39,3.03E+13,fraud_Medhurst PLC,shopping_net,34.11,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,6/13/2000,971adb58ea4add884f030ffffef16cfe,1371821967,36.526588,-92.354156,0
1837,6/21/2020 12:20,4.56E+12,fraud_Tillman LLC,travel,1.74,Christopher,Johnson,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,11/26/1971,d8edb8556aad03a15e2d5702948a47fb,1371817257,40.117116,-84.175021,0
1838,6/21/2020 16:07,4.38E+12,fraud_Price Inc,shopping_net,9.39,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,9/22/1987,0bef86fb6b7841de6b3a1f03e6a46a59,1371830861,40.865278,-85.874939,0
1839,6/21/2020 16:24,4.96E+18,fraud_Dietrich-Fadel,health_fitness,24.73,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,11/27/1950,73aa6b3e4b3ecf5f0eb2ab8cc6dc5c91,1371831867,38.117873,-77.272915,0
1840,6/21/2020 13:55,4.47E+18,fraud_Pouros-Haag,shopping_pos,3.04,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,11/22/1980,8654ebdcdcd2a1091f33088cec2c2e4b,1371822959,43.253934,-70.610812,0
1841,6/21/2020 17:32,2.24E+15,"fraud_Yost, Schamberger and Windler",kids_pets,85.83,Maria,Rosales,F,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,6/22/1963,b80e8cf3211cbe8a8226a8a23d5ee56b,1371835961,40.166321,-83.461172,0
1842,7/6/2020 1:07,3.02E+13,fraud_Gibson-Deckow,entertainment,576.52,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,9/19/1987,6f69ec39a00bbe5e28413893d7b5b973,1373072840,36.886127,-79.280067,1
1843,6/21/2020 12:39,3.72E+14,fraud_Bartoletti and Sons,personal_care,21.57,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",6/9/1949,3c01079627483229758e02ea10811e72,1371818389,42.541989,-75.057743,0
1844,6/21/2020 14:58,3.50E+15,fraud_Marvin-Lind,personal_care,252.46,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",11/30/1948,17c12f2274299a55df783dc41ac34009,1371826739,29.742803,-94.781998,0
1845,6/21/2020 17:15,4.22E+18,fraud_Dooley Inc,shopping_pos,145.31,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,5/30/1974,c26bc241701f2718c2ecff9112c54c8f,1371834942,39.570788,-85.37753,0
1846,6/21/2020 23:12,5.82E+11,"fraud_Streich, Rolfson and Wilderman",kids_pets,127.01,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,7/28/1973,4469446de2434b5fde7f38d3fb64c79a,1371856332,41.904008,-80.207823,0
1847,6/21/2020 18:09,3.77E+14,fraud_Abshire PLC,entertainment,40.56,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,2/14/1966,7748c52637e0b727d395e2fc3842461a,1371838164,39.084257,-78.197603,0
1848,6/21/2020 12:30,6.01E+15,"fraud_Hermiston, Pacocha and Smith",health_fitness,34.17,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,10/26/1988,eda795ae153f71732ca5390ae6b5814f,1371817839,38.420616,-92.942305,0
1849,6/21/2020 19:23,3.59E+15,fraud_Terry-Huel,shopping_net,480.56,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,2/29/1984,c85afa83baac7c52879fb9ee30af78e4,1371842599,47.641302,-121.019198,0
1850,8/6/2020 23:21,3.02E+13,fraud_Morissette-Schaefer,personal_care,18.83,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,d4ca6278c86c54bfe17d3bcb0cd56ee1,1375831265,32.743431,-96.555606,1
1851,6/21/2020 18:03,3.59E+15,fraud_Connelly-Carter,home,3.65,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",3/5/1972,8f6da8c9f699c923ec6369d8a547156d,1371837832,43.43424,-97.162944,0
1852,6/21/2020 21:52,3.56E+15,"fraud_Runte, Green and Emard",health_fitness,11.37,Anthony,Velasquez,M,609 Hunt Grove,Saint Francis,KY,40062,37.6047,-85.4251,301,"Research officer, political party",3/17/1967,c43806d125e2928d455b322b72eaba57,1371851526,37.684624,-85.429984,0
1853,7/5/2020 23:33,4.99E+18,fraud_Ziemann-Waters,health_fitness,19.05,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,7/9/1994,ed4bb4be801d8bd4ba79110ccf706956,1373067197,35.098667,-82.148658,1
1854,6/21/2020 15:53,6.57E+15,fraud_Breitenberg-Hermiston,kids_pets,41.22,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",12/12/1969,070b38851295d27b34021ba07511bcce,1371830010,39.198809,-104.763499,0
1855,6/21/2020 22:01,3.57E+15,fraud_Kessler Inc,travel,7.32,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,5/23/1963,cc3a89624587d315a378d0c0fe4692c4,1371852078,43.220381,-94.640548,0
1856,6/21/2020 14:14,2.13E+14,fraud_Metz-Boehm,shopping_pos,3.84,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,11/30/1978,6e9874eef2fed25d6a79d56d02e8c9af,1371824042,27.395492,-81.588426,0
1857,7/19/2020 23:15,2.70E+15,fraud_Ullrich Ltd,kids_pets,17.41,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",3/9/1988,3f9a7e00a75941a8e99541469f23c850,1374275744,36.305746,-80.929714,1
1858,6/21/2020 22:13,4.91E+15,"fraud_Bahringer, Bergnaum and Quitzon",home,107.96,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",7/24/1992,4317eb7942a3744bd7fcd34db1efc957,1371852800,31.297425,-96.383892,0
1859,6/30/2020 1:32,4.76E+18,fraud_Kerluke PLC,misc_net,795.07,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,5/2/1986,72613d844481e8c44ac275c685bff23f,1372555964,36.52083,-92.26128,1
1860,6/21/2020 13:25,2.31E+15,fraud_Dare-Marvin,entertainment,22.48,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,023848771c536772ae015a0d6bc9a169,1371821144,40.649456,-91.853059,0
1861,7/11/2020 1:33,6.01E+15,fraud_Bogisich Inc,grocery_pos,378.56,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,10/14/1973,b351d476de9ae329d2f093ee840b46c7,1373506411,41.49615,-73.174983,1
1862,7/10/2020 22:42,6.76E+11,fraud_Koepp-Parker,grocery_pos,333.89,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,8/24/1967,66462ae5ee8d35ae01d7ab1b1476e9df,1373496164,40.96852,-97.184621,1
1863,6/21/2020 17:45,4.31E+18,fraud_Crona and Sons,kids_pets,2.81,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,6/12/1977,db9452c92b361f4f5fe7ed0f9ab8607e,1371836753,39.158528,-75.856223,0
1864,6/21/2020 23:48,3.02E+13,fraud_Goldner-Lemke,entertainment,205.82,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,d582e18b304451780750a79becd78420,1371858512,32.691938,-96.496754,0
1865,6/21/2020 17:12,6.01E+15,fraud_Larkin Ltd,kids_pets,5.5,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,7/13/1973,b156bd49832f336531e52f215452bf2a,1371834768,41.663914,-103.859419,0
1866,6/21/2020 14:42,5.84E+11,fraud_Schoen Ltd,kids_pets,103.09,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",7/22/1936,bbfc53a8e215e4d7876ccbe83510ce6e,1371825765,44.411489,-89.326395,0
1867,6/21/2020 16:32,6.30E+11,fraud_Herzog Ltd,misc_pos,9.21,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,6/12/1972,bb91443420111df2ccf20e781891cb8c,1371832367,45.550086,-86.19746,0
1868,6/21/2020 18:18,1.80E+14,fraud_Gulgowski LLC,home,1.19,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,4/3/1955,2c114f4907649cd880eef60e6358095c,1371838701,34.098226,-91.442502,0
1869,6/21/2020 14:55,4.95E+15,fraud_Skiles LLC,home,45.67,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",6/15/1976,62b1c65b11e31f740ae17771d2646965,1371826517,37.122514,-88.328393,0
1870,8/23/2020 7:00,3.52E+15,fraud_Bashirian Group,shopping_net,1054.16,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,9/11/1970,e5bd0cbe732ceadc52ede354ce149441,1377241223,34.134298,-95.758939,1
1871,6/21/2020 17:26,6.76E+11,"fraud_Kutch, Steuber and Gerhold",food_dining,26.19,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,6/9/2000,01ce36bf41f859427cd95599ced96582,1371835599,41.608019,-80.21913,0
1872,6/21/2020 15:35,4.28E+12,"fraud_Hettinger, McCullough and Fay",home,4.76,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,8/16/1987,df5a5543533caf10ac7cfc9e302f2c14,1371828931,39.305018,-79.558079,0
1873,6/30/2020 2:02,3.06E+13,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,319.23,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,11/14/1973,3c90d3d6824bdfc4e651d6429f1ddb6a,1372557752,34.210592,-80.548441,1
1874,6/21/2020 20:19,4.90E+12,fraud_Jast Ltd,shopping_net,2.56,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,9/22/1973,c0e5d0589f126b2d549b942e89b97c45,1371845960,33.249902,-119.056994,0
1875,6/27/2020 1:14,6.54E+15,fraud_Koss and Sons,gas_transport,11.82,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,bbcd797cf07dcba83d609ee6a5b79f6f,1372295665,41.554511,-87.016728,1
1876,6/21/2020 22:56,1.80E+14,"fraud_Willms, Kris and Bergnaum",shopping_pos,9.38,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",9/22/1972,483945c1793d6266144316dbb0a9eb68,1371855419,33.921377,-117.402652,0
1877,6/21/2020 23:16,3.52E+15,fraud_Thompson-Gleason,health_fitness,22.55,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,0bac42920027f9b7b3d328bda2709983,1371856572,28.396402,-80.819469,1
1878,6/21/2020 23:44,3.02E+13,fraud_Streich Ltd,home,15.46,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1/2/1976,96fcc401410044081f37b097c9e20bc6,1371858285,29.717333,-98.269962,0
1879,6/21/2020 15:43,3.60E+15,"fraud_Turner, Ziemann and Lehner",food_dining,53.05,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",10/21/1970,1a1e3b4d32da09270d41336423693304,1371829427,41.645151,-74.148344,0
